timestamp,open,high,low,close,flg
datetime,float,float,float,float,float
T,,,,,
2001-01-02 23:00:00,114.43,114.45,114.37,114.43,1.0
2001-01-03 00:00:00,114.42,114.47,114.36,114.44,1.0
2001-01-03 01:00:00,114.44,114.45,114.39,114.44,1.0
2001-01-03 02:00:00,114.44,114.58,114.44,114.56,1.0
2001-01-03 03:00:00,114.56,114.58,114.52,114.58,1.0
2001-01-03 04:00:00,114.58,114.60,114.53,114.53,1.0
2001-01-03 05:00:00,114.53,114.56,114.53,114.54,1.0
2001-01-03 06:00:00,114.54,114.56,114.48,114.53,1.0
2001-01-03 07:00:00,114.53,114.60,114.38,114.55,1.0
2001-01-03 08:00:00,114.54,114.61,114.37,114.44,1.0
2001-01-03 09:00:00,114.44,114.59,114.38,114.59,1.0
2001-01-03 10:00:00,114.60,114.64,114.36,114.37,1.0
2001-01-03 11:00:00,114.37,114.49,114.33,114.47,1.0
2001-01-03 12:00:00,114.46,114.51,114.22,114.22,1.0
2001-01-03 13:00:00,114.21,114.32,114.04,114.23,1.0
2001-01-03 14:00:00,114.23,114.45,114.16,114.35,1.0
2001-01-03 15:00:00,114.39,114.49,114.33,114.35,1.0
2001-01-03 16:00:00,114.34,114.38,114.21,114.23,1.0
2001-01-03 17:00:00,114.23,114.28,114.10,114.13,1.0
2001-01-03 18:00:00,114.12,114.31,113.75,113.75,1.0
2001-01-03 19:00:00,113.74,113.81,113.61,113.61,1.0
2001-01-03 20:00:00,113.61,113.67,113.61,113.61,1.0
2001-01-03 21:00:00,113.61,113.64,113.59,113.61,1.0
2001-01-03 22:00:00,113.61,113.65,113.54,113.65,1.0
2001-01-03 23:00:00,113.66,113.94,113.66,113.90,1.0
2001-01-04 00:00:00,113.90,114.06,113.83,113.99,1.0
2001-01-04 01:00:00,113.99,114.01,113.85,113.86,1.0
2001-01-04 02:00:00,113.86,113.86,113.75,113.75,1.0
2001-01-04 03:00:00,113.75,113.81,113.69,113.78,1.0
2001-01-04 04:00:00,113.78,113.79,113.74,113.78,1.0
2001-01-04 05:00:00,113.78,113.86,113.76,113.78,1.0
2001-01-04 06:00:00,113.78,113.84,113.69,113.84,1.0
2001-01-04 07:00:00,113.84,114.16,113.78,114.12,1.0
2001-01-04 08:00:00,114.11,114.62,114.08,114.60,1.0
2001-01-04 09:00:00,114.59,114.67,114.25,114.31,1.0
2001-01-04 10:00:00,114.32,114.32,114.12,114.26,1.0
2001-01-04 11:00:00,114.26,114.45,114.19,114.32,1.0
2001-01-04 12:00:00,114.31,114.56,114.21,114.39,1.0
2001-01-04 13:00:00,114.39,114.54,114.39,114.50,1.0
2001-01-04 14:00:00,114.50,114.79,114.50,114.73,1.0
2001-01-04 15:00:00,114.73,115.43,114.70,115.39,1.0
2001-01-04 16:00:00,115.39,115.51,115.30,115.42,1.0
2001-01-04 17:00:00,115.42,115.60,115.42,115.49,1.0
2001-01-04 18:00:00,115.48,115.53,115.34,115.51,1.0
2001-01-04 19:00:00,115.53,115.62,115.46,115.59,1.0
2001-01-04 20:00:00,115.59,115.75,115.58,115.69,1.0
2001-01-04 21:00:00,115.69,115.75,115.64,115.64,1.0
2001-01-04 22:00:00,115.64,115.69,115.50,115.59,1.0
2001-01-04 23:00:00,115.60,115.95,115.57,115.94,1.0
2001-01-05 00:00:00,115.94,116.45,115.94,116.18,1.0
2001-01-05 01:00:00,116.18,116.53,116.18,116.52,1.0
2001-01-05 02:00:00,116.53,116.86,116.45,116.45,1.0
2001-01-05 03:00:00,116.45,116.53,116.34,116.44,1.0
2001-01-05 04:00:00,116.44,116.71,116.44,116.57,1.0
2001-01-05 05:00:00,116.57,116.59,116.41,116.45,1.0
2001-01-05 06:00:00,116.45,116.53,116.38,116.44,1.0
2001-01-05 07:00:00,116.44,116.55,116.37,116.44,1.0
2001-01-05 08:00:00,116.43,116.44,116.17,116.43,1.0
2001-01-05 09:00:00,116.42,116.50,116.35,116.40,1.0
2001-01-05 10:00:00,116.40,116.76,116.40,116.60,1.0
2001-01-05 11:00:00,116.60,116.76,116.33,116.43,1.0
2001-01-05 12:00:00,116.42,116.54,116.29,116.44,1.0
2001-01-05 13:00:00,116.43,116.54,116.17,116.39,1.0
2001-01-05 14:00:00,116.38,116.45,116.09,116.16,1.0
2001-01-05 15:00:00,116.14,116.38,116.12,116.15,1.0
2001-01-05 16:00:00,116.16,116.25,116.07,116.11,1.0
2001-01-05 17:00:00,116.11,116.16,116.04,116.07,1.0
2001-01-05 18:00:00,116.06,116.36,115.96,116.32,1.0
2001-01-05 19:00:00,116.33,116.59,116.33,116.53,1.0
2001-01-05 20:00:00,116.54,116.56,116.50,116.55,1.0
2001-01-05 21:00:00,116.54,116.54,116.54,116.54,1.0
2001-01-07 23:00:00,116.54,116.61,116.44,116.48,1.0
2001-01-08 00:00:00,116.48,116.50,116.43,116.50,1.0
2001-01-08 01:00:00,116.50,116.51,116.42,116.42,1.0
2001-01-08 02:00:00,116.42,116.47,116.37,116.39,1.0
2001-01-08 03:00:00,116.39,116.42,116.33,116.39,1.0
2001-01-08 04:00:00,116.39,116.39,116.29,116.29,1.0
2001-01-08 05:00:00,116.29,116.36,116.26,116.34,1.0
2001-01-08 06:00:00,116.34,116.34,116.28,116.31,1.0
2001-01-08 07:00:00,116.31,116.37,116.25,116.37,1.0
2001-01-08 08:00:00,116.36,116.39,116.18,116.21,1.0
2001-01-08 09:00:00,116.20,116.33,116.20,116.31,1.0
2001-01-08 10:00:00,116.31,116.55,116.29,116.34,1.0
2001-01-08 11:00:00,116.32,116.46,116.13,116.29,1.0
2001-01-08 12:00:00,116.30,116.44,116.26,116.34,1.0
2001-01-08 13:00:00,116.34,116.42,116.06,116.12,1.0
2001-01-08 14:00:00,116.12,116.30,116.08,116.13,1.0
2001-01-08 15:00:00,116.14,116.19,116.08,116.11,1.0
2001-01-08 16:00:00,116.11,116.17,115.86,115.93,1.0
2001-01-08 17:00:00,115.92,115.97,115.70,115.78,1.0
2001-01-08 18:00:00,115.78,115.86,115.71,115.72,1.0
2001-01-08 19:00:00,115.72,115.84,115.65,115.72,1.0
2001-01-08 20:00:00,115.72,116.03,115.69,116.01,1.0
2001-01-08 21:00:00,116.02,116.04,115.88,115.94,1.0
2001-01-08 22:00:00,115.94,116.19,115.94,116.19,1.0
2001-01-08 23:00:00,116.19,116.22,116.11,116.15,1.0
2001-01-09 00:00:00,116.15,116.15,115.86,115.90,1.0
2001-01-09 01:00:00,115.90,115.90,115.61,115.86,1.0
2001-01-09 02:00:00,115.86,116.03,115.83,115.94,1.0
2001-01-09 03:00:00,115.94,116.00,115.86,115.89,1.0
2001-01-09 04:00:00,115.89,115.92,115.85,115.89,1.0
2001-01-09 05:00:00,115.89,115.97,115.87,115.95,1.0
2001-01-09 06:00:00,115.95,115.96,115.86,115.90,1.0
2001-01-09 07:00:00,115.90,115.98,115.85,115.90,1.0
2001-01-09 08:00:00,115.91,115.94,115.68,115.72,1.0
2001-01-09 09:00:00,115.73,115.90,115.72,115.81,1.0
2001-01-09 10:00:00,115.81,115.89,115.70,115.84,1.0
2001-01-09 11:00:00,115.84,115.89,115.77,115.78,1.0
2001-01-09 12:00:00,115.77,115.85,115.72,115.72,1.0
2001-01-09 13:00:00,115.73,115.79,115.64,115.70,1.0
2001-01-09 14:00:00,115.69,116.17,115.69,116.17,1.0
2001-01-09 15:00:00,116.17,116.48,116.14,116.44,1.0
2001-01-09 16:00:00,116.44,116.73,116.37,116.65,1.0
2001-01-09 17:00:00,116.66,116.68,116.60,116.64,1.0
2001-01-09 18:00:00,116.64,116.81,116.63,116.66,1.0
2001-01-09 19:00:00,116.64,116.73,116.58,116.70,1.0
2001-01-09 20:00:00,116.70,116.73,116.64,116.73,1.0
2001-01-09 21:00:00,116.72,116.85,116.72,116.82,1.0
2001-01-09 22:00:00,116.82,116.88,116.80,116.82,1.0
2001-01-09 23:00:00,116.82,117.06,116.80,117.04,1.0
2001-01-10 00:00:00,117.04,117.12,116.97,116.97,1.0
2001-01-10 01:00:00,116.97,116.97,116.67,116.77,1.0
2001-01-10 02:00:00,116.76,116.76,116.67,116.69,1.0
2001-01-10 03:00:00,116.69,116.75,116.69,116.72,1.0
2001-01-10 04:00:00,116.72,116.72,116.18,116.25,1.0
2001-01-10 05:00:00,116.24,116.28,115.81,116.01,1.0
2001-01-10 06:00:00,116.01,116.23,116.01,116.19,1.0
2001-01-10 07:00:00,116.20,116.57,116.18,116.52,1.0
2001-01-10 08:00:00,116.51,116.64,116.25,116.37,1.0
2001-01-10 09:00:00,116.37,116.46,116.26,116.36,1.0
2001-01-10 10:00:00,116.35,116.44,116.24,116.42,1.0
2001-01-10 11:00:00,116.42,116.75,116.37,116.72,1.0
2001-01-10 12:00:00,116.72,116.73,116.31,116.33,1.0
2001-01-10 13:00:00,116.34,116.35,116.07,116.33,1.0
2001-01-10 14:00:00,116.33,116.53,116.24,116.30,1.0
2001-01-10 15:00:00,116.31,116.44,116.12,116.25,1.0
2001-01-10 16:00:00,116.26,116.28,116.17,116.23,1.0
2001-01-10 17:00:00,116.22,116.42,116.17,116.35,1.0
2001-01-10 18:00:00,116.36,116.48,116.33,116.44,1.0
2001-01-10 19:00:00,116.44,116.50,116.33,116.40,1.0
2001-01-10 20:00:00,116.42,116.50,116.39,116.50,1.0
2001-01-10 21:00:00,116.50,116.50,116.43,116.50,1.0
2001-01-10 22:00:00,116.50,116.51,116.31,116.34,1.0
2001-01-10 23:00:00,116.34,116.43,116.32,116.38,1.0
2001-01-11 00:00:00,116.39,116.62,116.39,116.51,1.0
2001-01-11 01:00:00,116.51,116.84,116.48,116.79,1.0
2001-01-11 02:00:00,116.80,116.84,116.58,116.61,1.0
2001-01-11 03:00:00,116.61,116.66,116.56,116.65,1.0
2001-01-11 04:00:00,116.65,116.79,116.63,116.79,1.0
2001-01-11 05:00:00,116.79,116.81,116.73,116.74,1.0
2001-01-11 06:00:00,116.74,116.75,116.62,116.72,1.0
2001-01-11 07:00:00,116.73,116.74,116.62,116.66,1.0
2001-01-11 08:00:00,116.65,116.73,116.49,116.70,1.0
2001-01-11 09:00:00,116.71,117.05,116.69,117.03,1.0
2001-01-11 10:00:00,117.02,117.17,116.82,117.00,1.0
2001-01-11 11:00:00,117.01,117.18,116.89,117.15,1.0
2001-01-11 12:00:00,117.14,117.44,117.09,117.39,1.0
2001-01-11 13:00:00,117.38,117.51,117.28,117.33,1.0
2001-01-11 14:00:00,117.33,117.44,117.24,117.31,1.0
2001-01-11 15:00:00,117.29,117.64,117.29,117.53,1.0
2001-01-11 16:00:00,117.56,117.57,117.29,117.47,1.0
2001-01-11 17:00:00,117.46,117.69,117.44,117.64,1.0
2001-01-11 18:00:00,117.65,117.69,117.58,117.58,1.0
2001-01-11 19:00:00,117.58,117.73,117.58,117.64,1.0
2001-01-11 20:00:00,117.64,117.67,117.53,117.57,1.0
2001-01-11 21:00:00,117.57,117.76,117.57,117.70,1.0
2001-01-11 22:00:00,117.70,117.84,117.70,117.84,1.0
2001-01-11 23:00:00,117.84,118.00,117.81,117.81,1.0
2001-01-12 00:00:00,117.81,117.87,117.68,117.78,1.0
2001-01-12 01:00:00,117.78,117.79,117.39,117.53,1.0
2001-01-12 02:00:00,117.53,117.67,117.44,117.56,1.0
2001-01-12 03:00:00,117.56,117.75,117.53,117.75,1.0
2001-01-12 04:00:00,117.75,118.19,117.75,118.15,1.0
2001-01-12 05:00:00,118.14,118.28,117.93,117.93,1.0
2001-01-12 06:00:00,117.92,118.08,117.86,117.98,1.0
2001-01-12 07:00:00,117.98,118.27,117.98,118.09,1.0
2001-01-12 08:00:00,118.09,118.14,117.56,117.78,1.0
2001-01-12 09:00:00,117.79,117.86,117.64,117.74,1.0
2001-01-12 10:00:00,117.74,117.82,117.54,117.64,1.0
2001-01-12 11:00:00,117.64,117.78,117.60,117.78,1.0
2001-01-12 12:00:00,117.79,117.93,117.79,117.81,1.0
2001-01-12 13:00:00,117.81,117.92,117.69,117.89,1.0
2001-01-12 14:00:00,117.89,117.89,117.56,117.81,1.0
2001-01-12 15:00:00,117.81,118.05,117.78,117.98,1.0
2001-01-12 16:00:00,117.94,118.29,117.64,117.72,1.0
2001-01-12 17:00:00,117.73,118.34,117.68,118.25,1.0
2001-01-12 18:00:00,118.25,118.36,118.08,118.11,1.0
2001-01-12 19:00:00,118.11,118.39,118.11,118.39,1.0
2001-01-12 20:00:00,118.38,118.46,118.32,118.44,1.0
2001-01-12 21:00:00,118.45,118.46,118.45,118.46,1.0
2001-01-14 23:00:00,118.36,118.77,118.36,118.76,1.0
2001-01-15 00:00:00,118.76,118.97,118.72,118.82,1.0
2001-01-15 01:00:00,118.83,118.84,118.53,118.72,1.0
2001-01-15 02:00:00,118.72,119.32,118.69,119.14,1.0
2001-01-15 03:00:00,119.14,119.25,119.06,119.18,1.0
2001-01-15 04:00:00,119.18,119.36,119.14,119.17,1.0
2001-01-15 05:00:00,119.17,119.23,119.00,119.19,1.0
2001-01-15 06:00:00,119.19,119.24,118.98,118.98,1.0
2001-01-15 07:00:00,118.98,119.04,118.82,118.97,1.0
2001-01-15 08:00:00,118.97,119.19,118.93,119.11,1.0
2001-01-15 09:00:00,119.12,119.17,118.93,119.03,1.0
2001-01-15 10:00:00,119.04,119.06,118.84,118.85,1.0
2001-01-15 11:00:00,118.87,118.88,118.64,118.75,1.0
2001-01-15 12:00:00,118.75,118.83,118.61,118.64,1.0
2001-01-15 13:00:00,118.63,118.74,118.62,118.67,1.0
2001-01-15 14:00:00,118.66,118.73,118.59,118.64,1.0
2001-01-15 15:00:00,118.64,118.95,118.63,118.92,1.0
2001-01-15 16:00:00,118.93,118.96,118.83,118.92,1.0
2001-01-15 17:00:00,118.92,118.92,118.61,118.61,1.0
2001-01-15 18:00:00,118.61,118.69,118.61,118.62,1.0
2001-01-15 19:00:00,118.62,118.73,118.62,118.67,1.0
2001-01-15 20:00:00,118.69,118.88,118.69,118.85,1.0
2001-01-15 21:00:00,118.84,119.05,118.79,118.92,1.0
2001-01-15 22:00:00,118.95,118.98,118.94,118.95,1.0
2001-01-15 23:00:00,118.95,119.11,118.94,119.11,1.0
2001-01-16 00:00:00,119.11,119.12,118.62,118.75,1.0
2001-01-16 01:00:00,118.81,118.81,118.25,118.30,1.0
2001-01-16 02:00:00,118.31,118.49,118.26,118.46,1.0
2001-01-16 03:00:00,118.45,118.53,118.44,118.48,1.0
2001-01-16 04:00:00,118.48,118.50,118.22,118.28,1.0
2001-01-16 05:00:00,118.24,118.40,118.24,118.37,1.0
2001-01-16 06:00:00,118.37,118.37,117.69,117.92,1.0
2001-01-16 07:00:00,117.92,118.24,117.87,118.08,1.0
2001-01-16 08:00:00,118.10,118.39,118.08,118.39,1.0
2001-01-16 09:00:00,118.37,118.49,118.26,118.34,1.0
2001-01-16 10:00:00,118.32,118.38,117.85,117.96,1.0
2001-01-16 11:00:00,117.97,118.14,117.84,118.14,1.0
2001-01-16 12:00:00,118.16,118.32,118.07,118.31,1.0
2001-01-16 13:00:00,118.33,118.33,117.93,118.00,1.0
2001-01-16 14:00:00,118.02,118.02,117.69,117.71,1.0
2001-01-16 15:00:00,117.72,117.89,117.70,117.76,1.0
2001-01-16 16:00:00,117.72,117.73,117.19,117.21,1.0
2001-01-16 17:00:00,117.25,117.35,117.11,117.35,1.0
2001-01-16 18:00:00,117.33,117.39,117.20,117.33,1.0
2001-01-16 19:00:00,117.30,117.39,117.29,117.36,1.0
2001-01-16 20:00:00,117.37,117.69,117.37,117.60,1.0
2001-01-16 21:00:00,117.61,117.73,117.60,117.64,1.0
2001-01-16 22:00:00,117.64,117.88,117.62,117.81,1.0
2001-01-16 23:00:00,117.81,117.90,117.62,117.71,1.0
2001-01-17 00:00:00,117.71,117.72,117.43,117.56,1.0
2001-01-17 01:00:00,117.56,117.61,117.20,117.23,1.0
2001-01-17 02:00:00,117.23,117.35,117.17,117.29,1.0
2001-01-17 03:00:00,117.29,117.29,116.90,117.08,1.0
2001-01-17 04:00:00,117.09,117.19,116.97,117.12,1.0
2001-01-17 05:00:00,117.11,117.32,116.91,117.31,1.0
2001-01-17 06:00:00,117.28,117.42,117.19,117.29,1.0
2001-01-17 07:00:00,117.30,117.46,117.20,117.31,1.0
2001-01-17 08:00:00,117.29,117.53,117.27,117.46,1.0
2001-01-17 09:00:00,117.51,117.53,117.39,117.51,1.0
2001-01-17 10:00:00,117.51,117.73,117.45,117.64,1.0
2001-01-17 11:00:00,117.61,118.07,117.58,117.98,1.0
2001-01-17 12:00:00,117.98,117.98,117.69,117.79,1.0
2001-01-17 13:00:00,117.79,117.94,117.68,117.90,1.0
2001-01-17 14:00:00,117.95,118.11,117.67,117.69,1.0
2001-01-17 15:00:00,117.72,117.76,117.33,117.54,1.0
2001-01-17 16:00:00,117.54,118.29,117.50,118.17,1.0
2001-01-17 17:00:00,118.24,118.79,118.24,118.60,1.0
2001-01-17 18:00:00,118.62,118.74,118.59,118.74,1.0
2001-01-17 19:00:00,118.74,118.83,118.67,118.83,1.0
2001-01-17 20:00:00,118.83,118.88,118.81,118.83,1.0
2001-01-17 21:00:00,118.83,118.94,118.80,118.83,1.0
2001-01-17 22:00:00,118.81,118.92,118.72,118.90,1.0
2001-01-17 23:00:00,118.91,119.24,118.87,119.20,1.0
2001-01-18 00:00:00,119.17,119.84,119.12,119.81,1.0
2001-01-18 01:00:00,119.79,119.81,119.41,119.41,1.0
2001-01-18 02:00:00,119.39,119.39,119.17,119.18,1.0
2001-01-18 03:00:00,119.08,119.15,118.86,118.89,1.0
2001-01-18 04:00:00,118.89,119.29,118.89,119.14,1.0
2001-01-18 05:00:00,119.11,119.18,118.95,119.04,1.0
2001-01-18 06:00:00,119.03,119.14,118.92,119.11,1.0
2001-01-18 07:00:00,119.11,119.14,118.95,119.09,1.0
2001-01-18 08:00:00,119.08,119.17,118.91,119.10,1.0
